Age Group,Download Date,Funnel,Platform,Users
Unknown,24/06/2021,Downloaded,web,1
Unknown,29/06/2021,Downloaded,web,1
Unknown,01/07/2021,Downloaded,web,1
Unknown,03/07/2021,Downloaded,web,1
Unknown,04/07/2021,Downloaded,web,1
Unknown,05/07/2021,Downloaded,web,1
Unknown,07/07/2021,Downloaded,web,1
Unknown,08/07/2021,Downloaded,web,1
Unknown,09/07/2021,Downloaded,web,1
Unknown,15/07/2021,Downloaded,web,1
Unknown,21/07/2021,Downloaded,web,1
Unknown,23/07/2021,Downloaded,web,1
Unknown,29/07/2021,Downloaded,web,1
Unknown,30/07/2021,Downloaded,web,1
Unknown,13/08/2021,Downloaded,web,1
Unknown,21/08/2021,Downloaded,web,1
Unknown,23/08/2021,Downloaded,web,1
Unknown,24/08/2021,Downloaded,web,1
Unknown,03/09/2021,Downloaded,web,1
Unknown,05/09/2021,Downloaded,web,1
Unknown,06/09/2021,Downloaded,web,1
Unknown,13/09/2021,Downloaded,web,1
Unknown,14/09/2021,Downloaded,web,1
Unknown,20/09/2021,Downloaded,web,1
Unknown,22/09/2021,Downloaded,web,1
Unknown,24/09/2021,Downloaded,web,1
Unknown,27/09/2021,Downloaded,web,1
Unknown,07/10/2021,Downloaded,web,1
Unknown,11/10/2021,Downloaded,web,1
Unknown,12/10/2021,Downloaded,web,1
Unknown,14/10/2021,Downloaded,web,1
Unknown,20/10/2021,Downloaded,web,1
Unknown,25/10/2021,Downloaded,web,1
Unknown,28/10/2021,Downloaded,web,1
Unknown,29/10/2021,Downloaded,web,1
Unknown,01/11/2021,Downloaded,web,1
Unknown,06/11/2021,Downloaded,web,1
Unknown,08/11/2021,Downloaded,web,1
Unknown,12/11/2021,Downloaded,web,1
Unknown,14/11/2021,Downloaded,web,1
Unknown,17/11/2021,Downloaded,web,1
Unknown,19/11/2021,Downloaded,web,1
Unknown,25/11/2021,Downloaded,web,1
Unknown,26/11/2021,Downloaded,web,1
Unknown,05/12/2021,Downloaded,web,1
Unknown,10/12/2021,Downloaded,web,1
Unknown,14/12/2021,Downloaded,web,1
Unknown,20/12/2021,Downloaded,web,1
Unknown,21/12/2021,Downloaded,web,1
Unknown,25/12/2021,Downloaded,web,1
Unknown,26/12/2021,Downloaded,web,1
Unknown,29/12/2021,Downloaded,web,1
Unknown,08/01/2021,Downloaded,web,2
Unknown,10/01/2021,Downloaded,web,2
Unknown,11/01/2021,Downloaded,web,2
Unknown,16/01/2021,Downloaded,web,2
Unknown,19/01/2021,Downloaded,web,2
Unknown,29/01/2021,Downloaded,web,2
Unknown,02/02/2021,Downloaded,web,2
Unknown,18/02/2021,Downloaded,web,2
Unknown,19/02/2021,Downloaded,web,2
Unknown,26/02/2021,Downloaded,web,2
Unknown,28/02/2021,Downloaded,web,2
Unknown,17/03/2021,Downloaded,web,2
Unknown,23/03/2021,Downloaded,web,2
Unknown,29/03/2021,Downloaded,web,2
Unknown,31/03/2021,Downloaded,web,2
Unknown,04/04/2021,Downloaded,web,2
Unknown,05/04/2021,Downloaded,web,2
Unknown,09/04/2021,Downloaded,web,2
Unknown,14/04/2021,Downloaded,web,2
Unknown,17/04/2021,Downloaded,web,2
Unknown,18/04/2021,Downloaded,web,2
Unknown,23/04/2021,Downloaded,web,2
Unknown,30/04/2021,Downloaded,web,2
Unknown,02/05/2021,Downloaded,web,2
Unknown,06/05/2021,Downloaded,web,2
Unknown,12/05/2021,Downloaded,web,2
Unknown,19/05/2021,Downloaded,web,2
Unknown,01/06/2021,Downloaded,web,2
Unknown,04/06/2021,Downloaded,web,2
Unknown,05/06/2021,Downloaded,web,2
Unknown,06/06/2021,Downloaded,web,2
Unknown,12/06/2021,Downloaded,web,2
Unknown,13/06/2021,Downloaded,web,2
Unknown,16/06/2021,Downloaded,web,2
Unknown,17/06/2021,Downloaded,web,2
Unknown,18/06/2021,Downloaded,web,2
Unknown,20/06/2021,Downloaded,web,2
Unknown,26/06/2021,Downloaded,web,2
Unknown,14/07/2021,Downloaded,web,2
Unknown,16/07/2021,Downloaded,web,2
Unknown,18/07/2021,Downloaded,web,2
Unknown,20/07/2021,Downloaded,web,2
Unknown,25/07/2021,Downloaded,web,2
Unknown,28/07/2021,Downloaded,web,2
Unknown,05/08/2021,Downloaded,web,2
Unknown,11/08/2021,Downloaded,web,2
Unknown,12/08/2021,Downloaded,web,2
Unknown,18/08/2021,Downloaded,web,2
Unknown,22/08/2021,Downloaded,web,2
Unknown,30/08/2021,Downloaded,web,2
Unknown,07/09/2021,Downloaded,web,2
Unknown,10/09/2021,Downloaded,web,2
Unknown,11/09/2021,Downloaded,web,2
Unknown,26/09/2021,Downloaded,web,2
Unknown,30/09/2021,Downloaded,web,2
Unknown,08/10/2021,Downloaded,web,2
Unknown,21/10/2021,Downloaded,web,2
Unknown,27/10/2021,Downloaded,web,2
Unknown,02/11/2021,Downloaded,web,2
Unknown,05/11/2021,Downloaded,web,2
Unknown,16/11/2021,Downloaded,web,2
Unknown,20/11/2021,Downloaded,web,2
Unknown,27/11/2021,Downloaded,web,2
Unknown,28/11/2021,Downloaded,web,2
Unknown,29/11/2021,Downloaded,web,2
Unknown,30/11/2021,Downloaded,web,2
Unknown,28/12/2021,Downloaded,web,2
Unknown,31/12/2021,Downloaded,web,2
Unknown,03/01/2021,Downloaded,web,3
Unknown,12/01/2021,Downloaded,web,3
Unknown,27/01/2021,Downloaded,web,3
Unknown,08/02/2021,Downloaded,web,3
Unknown,13/02/2021,Downloaded,web,3
Unknown,16/02/2021,Downloaded,web,3
Unknown,20/04/2021,Downloaded,web,3
Unknown,01/05/2021,Downloaded,web,3
Unknown,13/05/2021,Downloaded,web,3
Unknown,20/05/2021,Downloaded,web,3
Unknown,31/05/2021,Downloaded,web,3
Unknown,19/07/2021,Downloaded,web,3
Unknown,24/07/2021,Downloaded,web,3
Unknown,26/07/2021,Downloaded,web,3
Unknown,06/08/2021,Downloaded,web,3
Unknown,09/08/2021,Downloaded,web,3
Unknown,10/08/2021,Downloaded,web,3
Unknown,17/08/2021,Downloaded,web,3
Unknown,20/08/2021,Downloaded,web,3
Unknown,31/08/2021,Downloaded,web,3
Unknown,02/09/2021,Downloaded,web,3
Unknown,04/09/2021,Downloaded,web,3
Unknown,08/09/2021,Downloaded,web,3
Unknown,18/09/2021,Downloaded,web,3
Unknown,06/10/2021,Downloaded,web,3
Unknown,10/10/2021,Downloaded,web,3
Unknown,19/10/2021,Downloaded,web,3
Unknown,23/10/2021,Downloaded,web,3
Unknown,09/11/2021,Downloaded,web,3
Unknown,23/11/2021,Downloaded,web,3
Unknown,01/12/2021,Downloaded,web,3
Unknown,03/12/2021,Downloaded,web,3
Unknown,06/12/2021,Downloaded,web,3
Unknown,09/12/2021,Downloaded,web,3
Unknown,22/12/2021,Downloaded,web,3
Unknown,23/12/2021,Downloaded,web,3
Unknown,24/12/2021,Downloaded,web,3
Unknown,09/03/2021,Downloaded,web,4
Unknown,14/06/2021,Downloaded,web,4
Unknown,23/06/2021,Downloaded,web,4
Unknown,11/07/2021,Downloaded,web,4
Unknown,27/07/2021,Downloaded,web,4
Unknown,04/08/2021,Downloaded,web,4
Unknown,12/09/2021,Downloaded,web,4
Unknown,03/10/2021,Downloaded,web,4
Unknown,09/10/2021,Downloaded,web,4
Unknown,17/10/2021,Downloaded,web,4
Unknown,02/06/2021,Downloaded,web,5
Unknown,05/01/2021,Ride accepted,web,1
Unknown,10/01/2021,Ride accepted,web,1
Unknown,11/01/2021,Ride accepted,web,1
Unknown,14/01/2021,Ride accepted,web,1
Unknown,15/01/2021,Ride accepted,web,1
Unknown,16/01/2021,Ride accepted,web,1
Unknown,25/01/2021,Ride accepted,web,1
Unknown,30/01/2021,Ride accepted,web,1
Unknown,31/01/2021,Ride accepted,web,1
Unknown,04/02/2021,Ride accepted,web,1
Unknown,07/02/2021,Ride accepted,web,1
Unknown,14/02/2021,Ride accepted,web,1
Unknown,16/02/2021,Ride accepted,web,1
Unknown,17/02/2021,Ride accepted,web,1
Unknown,18/02/2021,Ride accepted,web,1
Unknown,26/02/2021,Ride accepted,web,1
Unknown,27/02/2021,Ride accepted,web,1
Unknown,03/03/2021,Ride accepted,web,1
Unknown,05/03/2021,Ride accepted,web,1
Unknown,06/03/2021,Ride accepted,web,1
Unknown,11/03/2021,Ride accepted,web,1
Unknown,15/03/2021,Ride accepted,web,1
Unknown,16/03/2021,Ride accepted,web,1
Unknown,21/03/2021,Ride accepted,web,1
Unknown,23/03/2021,Ride accepted,web,1
Unknown,24/03/2021,Ride accepted,web,1
Unknown,29/03/2021,Ride accepted,web,1
Unknown,30/03/2021,Ride accepted,web,1
Unknown,31/03/2021,Ride accepted,web,1
Unknown,01/04/2021,Ride accepted,web,1
Unknown,02/04/2021,Ride accepted,web,1
Unknown,03/04/2021,Ride accepted,web,1
Unknown,04/04/2021,Ride accepted,web,1
Unknown,05/04/2021,Ride accepted,web,1
Unknown,08/04/2021,Ride accepted,web,1
Unknown,11/04/2021,Ride accepted,web,1
Unknown,12/04/2021,Ride accepted,web,1
Unknown,15/04/2021,Ride accepted,web,1
Unknown,16/04/2021,Ride accepted,web,1
Unknown,17/04/2021,Ride accepted,web,1
Unknown,23/04/2021,Ride accepted,web,1
Unknown,28/04/2021,Ride accepted,web,1
Unknown,01/05/2021,Ride accepted,web,1
Unknown,02/05/2021,Ride accepted,web,1
Unknown,03/05/2021,Ride accepted,web,1
Unknown,04/05/2021,Ride accepted,web,1
Unknown,08/05/2021,Ride accepted,web,1
Unknown,14/05/2021,Ride accepted,web,1
Unknown,15/05/2021,Ride accepted,web,1
Unknown,16/05/2021,Ride accepted,web,1
Unknown,17/05/2021,Ride accepted,web,1
Unknown,19/05/2021,Ride accepted,web,1
Unknown,21/05/2021,Ride accepted,web,1
Unknown,22/05/2021,Ride accepted,web,1
Unknown,23/05/2021,Ride accepted,web,1
Unknown,24/05/2021,Ride accepted,web,1
Unknown,25/05/2021,Ride accepted,web,1
Unknown,27/05/2021,Ride accepted,web,1
Unknown,29/05/2021,Ride accepted,web,1
Unknown,05/06/2021,Ride accepted,web,1
Unknown,06/06/2021,Ride accepted,web,1
Unknown,09/06/2021,Ride accepted,web,1
Unknown,10/06/2021,Ride accepted,web,1
Unknown,11/06/2021,Ride accepted,web,1
Unknown,13/06/2021,Ride accepted,web,1
Unknown,15/06/2021,Ride accepted,web,1
Unknown,18/06/2021,Ride accepted,web,1
Unknown,19/06/2021,Ride accepted,web,1
Unknown,23/06/2021,Ride accepted,web,1
Unknown,24/06/2021,Ride accepted,web,1
Unknown,26/06/2021,Ride accepted,web,1
Unknown,29/06/2021,Ride accepted,web,1
Unknown,01/07/2021,Ride accepted,web,1
Unknown,03/07/2021,Ride accepted,web,1
Unknown,04/07/2021,Ride accepted,web,1
Unknown,05/07/2021,Ride accepted,web,1
Unknown,07/07/2021,Ride accepted,web,1
Unknown,08/07/2021,Ride accepted,web,1
Unknown,09/07/2021,Ride accepted,web,1
Unknown,12/07/2021,Ride accepted,web,1
Unknown,14/07/2021,Ride accepted,web,1
Unknown,15/07/2021,Ride accepted,web,1
Unknown,25/07/2021,Ride accepted,web,1
Unknown,26/07/2021,Ride accepted,web,1
Unknown,29/07/2021,Ride accepted,web,1
Unknown,02/08/2021,Ride accepted,web,1
Unknown,08/08/2021,Ride accepted,web,1
Unknown,09/08/2021,Ride accepted,web,1
Unknown,11/08/2021,Ride accepted,web,1
Unknown,12/08/2021,Ride accepted,web,1
Unknown,13/08/2021,Ride accepted,web,1
Unknown,16/08/2021,Ride accepted,web,1
Unknown,17/08/2021,Ride accepted,web,1
Unknown,18/08/2021,Ride accepted,web,1
Unknown,21/08/2021,Ride accepted,web,1
Unknown,24/08/2021,Ride accepted,web,1
Unknown,27/08/2021,Ride accepted,web,1
Unknown,28/08/2021,Ride accepted,web,1
Unknown,30/08/2021,Ride accepted,web,1
Unknown,05/09/2021,Ride accepted,web,1
Unknown,07/09/2021,Ride accepted,web,1
Unknown,11/09/2021,Ride accepted,web,1
Unknown,21/09/2021,Ride accepted,web,1
Unknown,22/09/2021,Ride accepted,web,1
Unknown,24/09/2021,Ride accepted,web,1
Unknown,27/09/2021,Ride accepted,web,1
Unknown,28/09/2021,Ride accepted,web,1
Unknown,30/09/2021,Ride accepted,web,1
Unknown,01/10/2021,Ride accepted,web,1
Unknown,06/10/2021,Ride accepted,web,1
Unknown,07/10/2021,Ride accepted,web,1
Unknown,10/10/2021,Ride accepted,web,1
Unknown,11/10/2021,Ride accepted,web,1
Unknown,13/10/2021,Ride accepted,web,1
Unknown,15/10/2021,Ride accepted,web,1
Unknown,20/10/2021,Ride accepted,web,1
Unknown,21/10/2021,Ride accepted,web,1
Unknown,25/10/2021,Ride accepted,web,1
Unknown,26/10/2021,Ride accepted,web,1
Unknown,28/10/2021,Ride accepted,web,1
Unknown,31/10/2021,Ride accepted,web,1
Unknown,01/11/2021,Ride accepted,web,1
Unknown,03/11/2021,Ride accepted,web,1
Unknown,06/11/2021,Ride accepted,web,1
Unknown,08/11/2021,Ride accepted,web,1
Unknown,12/11/2021,Ride accepted,web,1
Unknown,14/11/2021,Ride accepted,web,1
Unknown,15/11/2021,Ride accepted,web,1
Unknown,19/11/2021,Ride accepted,web,1
Unknown,25/11/2021,Ride accepted,web,1
Unknown,27/11/2021,Ride accepted,web,1
Unknown,28/11/2021,Ride accepted,web,1
Unknown,30/11/2021,Ride accepted,web,1
Unknown,07/12/2021,Ride accepted,web,1
Unknown,10/12/2021,Ride accepted,web,1
Unknown,11/12/2021,Ride accepted,web,1
Unknown,14/12/2021,Ride accepted,web,1
Unknown,20/12/2021,Ride accepted,web,1
Unknown,21/12/2021,Ride accepted,web,1
Unknown,24/12/2021,Ride accepted,web,1
Unknown,25/12/2021,Ride accepted,web,1
Unknown,26/12/2021,Ride accepted,web,1
Unknown,28/12/2021,Ride accepted,web,1
Unknown,29/12/2021,Ride accepted,web,1
Unknown,03/01/2021,Ride accepted,web,2
Unknown,08/01/2021,Ride accepted,web,2
Unknown,19/01/2021,Ride accepted,web,2
Unknown,21/01/2021,Ride accepted,web,2
Unknown,23/01/2021,Ride accepted,web,2
Unknown,27/01/2021,Ride accepted,web,2
Unknown,29/01/2021,Ride accepted,web,2
Unknown,02/02/2021,Ride accepted,web,2
Unknown,09/02/2021,Ride accepted,web,2
Unknown,13/02/2021,Ride accepted,web,2
Unknown,19/02/2021,Ride accepted,web,2
Unknown,22/02/2021,Ride accepted,web,2
Unknown,28/02/2021,Ride accepted,web,2
Unknown,08/03/2021,Ride accepted,web,2
Unknown,17/03/2021,Ride accepted,web,2
Unknown,09/04/2021,Ride accepted,web,2
Unknown,14/04/2021,Ride accepted,web,2
Unknown,18/04/2021,Ride accepted,web,2
Unknown,20/04/2021,Ride accepted,web,2
Unknown,25/04/2021,Ride accepted,web,2
Unknown,06/05/2021,Ride accepted,web,2
Unknown,12/05/2021,Ride accepted,web,2
Unknown,13/05/2021,Ride accepted,web,2
Unknown,20/05/2021,Ride accepted,web,2
Unknown,01/06/2021,Ride accepted,web,2
Unknown,04/06/2021,Ride accepted,web,2
Unknown,12/06/2021,Ride accepted,web,2
Unknown,16/06/2021,Ride accepted,web,2
Unknown,17/06/2021,Ride accepted,web,2
Unknown,20/06/2021,Ride accepted,web,2
Unknown,06/07/2021,Ride accepted,web,2
Unknown,11/07/2021,Ride accepted,web,2
Unknown,16/07/2021,Ride accepted,web,2
Unknown,18/07/2021,Ride accepted,web,2
Unknown,24/07/2021,Ride accepted,web,2
Unknown,28/07/2021,Ride accepted,web,2
Unknown,01/08/2021,Ride accepted,web,2
Unknown,05/08/2021,Ride accepted,web,2
Unknown,20/08/2021,Ride accepted,web,2
Unknown,22/08/2021,Ride accepted,web,2
Unknown,02/09/2021,Ride accepted,web,2
Unknown,10/09/2021,Ride accepted,web,2
Unknown,18/09/2021,Ride accepted,web,2
Unknown,26/09/2021,Ride accepted,web,2
Unknown,02/10/2021,Ride accepted,web,2
Unknown,05/10/2021,Ride accepted,web,2
Unknown,08/10/2021,Ride accepted,web,2
Unknown,17/10/2021,Ride accepted,web,2
Unknown,23/10/2021,Ride accepted,web,2
Unknown,27/10/2021,Ride accepted,web,2
Unknown,02/11/2021,Ride accepted,web,2
Unknown,16/11/2021,Ride accepted,web,2
Unknown,23/11/2021,Ride accepted,web,2
Unknown,02/12/2021,Ride accepted,web,2
Unknown,04/12/2021,Ride accepted,web,2
Unknown,09/12/2021,Ride accepted,web,2
Unknown,23/12/2021,Ride accepted,web,2
Unknown,31/12/2021,Ride accepted,web,2
Unknown,12/01/2021,Ride accepted,web,3
Unknown,27/04/2021,Ride accepted,web,3
Unknown,11/05/2021,Ride accepted,web,3
Unknown,31/05/2021,Ride accepted,web,3
Unknown,19/07/2021,Ride accepted,web,3
Unknown,04/08/2021,Ride accepted,web,3
Unknown,06/08/2021,Ride accepted,web,3
Unknown,10/08/2021,Ride accepted,web,3
Unknown,04/09/2021,Ride accepted,web,3
Unknown,08/09/2021,Ride accepted,web,3
Unknown,12/09/2021,Ride accepted,web,3
Unknown,25/09/2021,Ride accepted,web,3
Unknown,03/10/2021,Ride accepted,web,3
Unknown,04/10/2021,Ride accepted,web,3
Unknown,09/11/2021,Ride accepted,web,3
Unknown,01/12/2021,Ride accepted,web,3
Unknown,03/12/2021,Ride accepted,web,3
Unknown,06/12/2021,Ride accepted,web,3
Unknown,22/12/2021,Ride accepted,web,3
Unknown,01/02/2021,Ride accepted,web,4
Unknown,09/03/2021,Ride accepted,web,4
Unknown,02/06/2021,Ride accepted,web,4
Unknown,14/06/2021,Ride accepted,web,4
Unknown,30/06/2021,Ride accepted,web,4
Unknown,27/07/2021,Ride accepted,web,4
Unknown,09/10/2021,Ride accepted,web,4
Unknown,03/01/2021,Ride completed,web,1
Unknown,05/01/2021,Ride completed,web,1
Unknown,08/01/2021,Ride completed,web,1
Unknown,10/01/2021,Ride completed,web,1
Unknown,11/01/2021,Ride completed,web,1
Unknown,12/01/2021,Ride completed,web,1
Unknown,14/01/2021,Ride completed,web,1
Unknown,21/01/2021,Ride completed,web,1
Unknown,23/01/2021,Ride completed,web,1
Unknown,29/01/2021,Ride completed,web,1
Unknown,30/01/2021,Ride completed,web,1
Unknown,02/02/2021,Ride completed,web,1
Unknown,04/02/2021,Ride completed,web,1
Unknown,07/02/2021,Ride completed,web,1
Unknown,14/02/2021,Ride completed,web,1
Unknown,16/02/2021,Ride completed,web,1
Unknown,19/02/2021,Ride completed,web,1
Unknown,26/02/2021,Ride completed,web,1
Unknown,27/02/2021,Ride completed,web,1
Unknown,05/03/2021,Ride completed,web,1
Unknown,15/03/2021,Ride completed,web,1
Unknown,21/03/2021,Ride completed,web,1
Unknown,24/03/2021,Ride completed,web,1
Unknown,04/04/2021,Ride completed,web,1
Unknown,05/04/2021,Ride completed,web,1
Unknown,08/04/2021,Ride completed,web,1
Unknown,14/04/2021,Ride completed,web,1
Unknown,15/04/2021,Ride completed,web,1
Unknown,16/04/2021,Ride completed,web,1
Unknown,18/04/2021,Ride completed,web,1
Unknown,20/04/2021,Ride completed,web,1
Unknown,23/04/2021,Ride completed,web,1
Unknown,25/04/2021,Ride completed,web,1
Unknown,28/04/2021,Ride completed,web,1
Unknown,01/05/2021,Ride completed,web,1
Unknown,02/05/2021,Ride completed,web,1
Unknown,03/05/2021,Ride completed,web,1
Unknown,04/05/2021,Ride completed,web,1
Unknown,12/05/2021,Ride completed,web,1
Unknown,13/05/2021,Ride completed,web,1
Unknown,14/05/2021,Ride completed,web,1
Unknown,15/05/2021,Ride completed,web,1
Unknown,19/05/2021,Ride completed,web,1
Unknown,20/05/2021,Ride completed,web,1
Unknown,21/05/2021,Ride completed,web,1
Unknown,22/05/2021,Ride completed,web,1
Unknown,23/05/2021,Ride completed,web,1
Unknown,24/05/2021,Ride completed,web,1
Unknown,27/05/2021,Ride completed,web,1
Unknown,01/06/2021,Ride completed,web,1
Unknown,02/06/2021,Ride completed,web,1
Unknown,04/06/2021,Ride completed,web,1
Unknown,05/06/2021,Ride completed,web,1
Unknown,06/06/2021,Ride completed,web,1
Unknown,10/06/2021,Ride completed,web,1
Unknown,11/06/2021,Ride completed,web,1
Unknown,12/06/2021,Ride completed,web,1
Unknown,13/06/2021,Ride completed,web,1
Unknown,14/06/2021,Ride completed,web,1
Unknown,17/06/2021,Ride completed,web,1
Unknown,26/06/2021,Ride completed,web,1
Unknown,29/06/2021,Ride completed,web,1
Unknown,03/07/2021,Ride completed,web,1
Unknown,04/07/2021,Ride completed,web,1
Unknown,08/07/2021,Ride completed,web,1
Unknown,09/07/2021,Ride completed,web,1
Unknown,11/07/2021,Ride completed,web,1
Unknown,16/07/2021,Ride completed,web,1
Unknown,18/07/2021,Ride completed,web,1
Unknown,25/07/2021,Ride completed,web,1
Unknown,28/07/2021,Ride completed,web,1
Unknown,29/07/2021,Ride completed,web,1
Unknown,02/08/2021,Ride completed,web,1
Unknown,09/08/2021,Ride completed,web,1
Unknown,11/08/2021,Ride completed,web,1
Unknown,17/08/2021,Ride completed,web,1
Unknown,20/08/2021,Ride completed,web,1
Unknown,22/08/2021,Ride completed,web,1
Unknown,27/08/2021,Ride completed,web,1
Unknown,28/08/2021,Ride completed,web,1
Unknown,02/09/2021,Ride completed,web,1
Unknown,05/09/2021,Ride completed,web,1
Unknown,08/09/2021,Ride completed,web,1
Unknown,11/09/2021,Ride completed,web,1
Unknown,12/09/2021,Ride completed,web,1
Unknown,24/09/2021,Ride completed,web,1
Unknown,26/09/2021,Ride completed,web,1
Unknown,01/10/2021,Ride completed,web,1
Unknown,03/10/2021,Ride completed,web,1
Unknown,05/10/2021,Ride completed,web,1
Unknown,06/10/2021,Ride completed,web,1
Unknown,11/10/2021,Ride completed,web,1
Unknown,13/10/2021,Ride completed,web,1
Unknown,20/10/2021,Ride completed,web,1
Unknown,26/10/2021,Ride completed,web,1
Unknown,28/10/2021,Ride completed,web,1
Unknown,01/11/2021,Ride completed,web,1
Unknown,03/11/2021,Ride completed,web,1
Unknown,06/11/2021,Ride completed,web,1
Unknown,09/11/2021,Ride completed,web,1
Unknown,15/11/2021,Ride completed,web,1
Unknown,16/11/2021,Ride completed,web,1
Unknown,23/11/2021,Ride completed,web,1
Unknown,25/11/2021,Ride completed,web,1
